day,kind,name,start_local,end_local,timezone,end_timezone,start_utc,end_utc,duration_s,distance_m,from_id,to_id,place_id,route_id,notes,purpose,overnight_accommodation,engine_on
16,drive,Bunnings Swan Hill Warehouse,2027-01-19T09:33:29+11:00,2027-01-19T12:05:48+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-18T22:33:29+00:00,2027-01-19T01:05:48+00:00,9139.0,227419,6420,6423,6423,18f0d70d3312e0cf14417aee,,,,
16,visit,Bunnings Swan Hill Warehouse,2027-01-19T12:05:48+11:00,2027-01-19T12:35:48+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-19T01:05:48+00:00,2027-01-19T01:35:48+00:00,1800,,6423,6423,6423,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
16,drive,Darlington Point Motel,2027-01-19T12:35:48+11:00,2027-01-19T15:45:35+11:00,Australia/Melbourne,Australia/Sydney,2027-01-19T01:35:48+00:00,2027-01-19T04:45:35+00:00,11387.0,301475,6423,ChIJc7UCEeWRH2sRCgLBmixkckQ,ChIJc7UCEeWRH2sRCgLBmixkckQ,bd6e1225fa8d90f53f696dac,,,,
16,overnight,Darlington Point Motel,2027-01-19T15:45:35+11:00,2027-01-20T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-19T04:45:35+00:00,2027-01-19T22:00:00+00:00,62065.0,,ChIJc7UCEeWRH2sRCgLBmixkckQ,ChIJc7UCEeWRH2sRCgLBmixkckQ,ChIJc7UCEeWRH2sRCgLBmixkckQ,,Example accommodation stop; availability is not checked.,,,
17,drive,Bunnings Griffith Warehouse,2027-01-20T09:00:00+11:00,2027-01-20T09:26:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-19T22:00:00+00:00,2027-01-19T22:26:47+00:00,1607.0,33272,ChIJc7UCEeWRH2sRCgLBmixkckQ,7196,7196,006025ee03428441a65ee0fa,,,,
17,visit,Bunnings Griffith Warehouse,2027-01-20T09:26:47+11:00,2027-01-20T09:56:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-19T22:26:47+00:00,2027-01-19T22:56:47+00:00,1800,,7196,7196,7196,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
17,drive,Bunnings Wagga Wagga Warehouse,2027-01-20T09:56:47+11:00,2027-01-20T12:00:08+11:00,Australia/Sydney,Australia/Sydney,2027-01-19T22:56:47+00:00,2027-01-20T01:00:08+00:00,7401.0,185124,7196,7306,7306,29c6293c298463ba95833aab,,,,
17,visit,Bunnings Wagga Wagga Warehouse,2027-01-20T12:00:08+11:00,2027-01-20T12:30:08+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T01:00:08+00:00,2027-01-20T01:30:08+00:00,1800,,7306,7306,7306,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
17,drive,Bunnings Young Warehouse,2027-01-20T12:30:08+11:00,2027-01-20T14:15:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T01:30:08+00:00,2027-01-20T03:15:04+00:00,6296.0,156563,7306,7356,7356,2c1f1dd8483408d56c10d086,,,,
17,visit,Bunnings Young Warehouse,2027-01-20T14:15:04+11:00,2027-01-20T14:45:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T03:15:04+00:00,2027-01-20T03:45:04+00:00,1800,,7356,7356,7356,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
17,drive,Swaggers Motor Inn,2027-01-20T14:45:04+11:00,2027-01-20T15:52:12+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T03:45:04+00:00,2027-01-20T04:52:12+00:00,4028.0,97129,7356,ChIJsZuRk5cQF2sREgYQWAklMXU,ChIJsZuRk5cQF2sREgYQWAklMXU,d7bdbd137f0c49a9dd86a793,,,,
17,overnight,Swaggers Motor Inn,2027-01-20T15:52:12+11:00,2027-01-21T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T04:52:12+00:00,2027-01-20T22:00:00+00:00,61668.0,,ChIJsZuRk5cQF2sREgYQWAklMXU,ChIJsZuRk5cQF2sREgYQWAklMXU,ChIJsZuRk5cQF2sREgYQWAklMXU,,Example accommodation stop; availability is not checked.,,,
18,drive,Bunnings Gungahlin Warehouse,2027-01-21T09:00:00+11:00,2027-01-21T09:44:31+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T22:00:00+00:00,2027-01-20T22:44:31+00:00,2671.0,53024,ChIJsZuRk5cQF2sREgYQWAklMXU,4059,4059,d8c6ad9ed7f57d7a86c99c9c,,,,
18,visit,Bunnings Gungahlin Warehouse,2027-01-21T09:44:31+11:00,2027-01-21T10:14:31+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T22:44:31+00:00,2027-01-20T23:14:31+00:00,1800,,4059,4059,4059,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Bunnings Mitchell Trade Centre,2027-01-21T10:14:31+11:00,2027-01-21T10:22:06+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T23:14:31+00:00,2027-01-20T23:22:06+00:00,455.0,5152,4059,4060,4060,818d10b78fb6506897304a92,,,,
18,visit,Bunnings Mitchell Trade Centre,2027-01-21T10:22:06+11:00,2027-01-21T10:52:06+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T23:22:06+00:00,2027-01-20T23:52:06+00:00,1800,,4060,4060,4060,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Bunnings Belconnen Warehouse,2027-01-21T10:52:06+11:00,2027-01-21T11:06:15+11:00,Australia/Sydney,Australia/Sydney,2027-01-20T23:52:06+00:00,2027-01-21T00:06:15+00:00,849.0,11806,4060,4040,4040,050ac6a643349eba56be53d6,,,,
18,visit,Bunnings Belconnen Warehouse,2027-01-21T11:06:15+11:00,2027-01-21T11:36:15+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T00:06:15+00:00,2027-01-21T00:36:15+00:00,1800,,4040,4040,4040,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Bunnings Canberra Airport Warehouse,2027-01-21T11:36:15+11:00,2027-01-21T11:59:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T00:36:15+00:00,2027-01-21T00:59:04+00:00,1369.0,17335,4040,4058,4058,29530b75edff8d1a101c1d47,,,,
18,visit,Bunnings Canberra Airport Warehouse,2027-01-21T11:59:04+11:00,2027-01-21T12:29:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T00:59:04+00:00,2027-01-21T01:29:04+00:00,1800,,4058,4058,4058,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Bunnings Fyshwick Warehouse,2027-01-21T12:29:04+11:00,2027-01-21T12:40:33+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T01:29:04+00:00,2027-01-21T01:40:33+00:00,689.0,6119,4058,4056,4056,509b82421c81965c11735507,,,,
18,visit,Bunnings Fyshwick Warehouse,2027-01-21T12:40:33+11:00,2027-01-21T13:10:33+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T01:40:33+00:00,2027-01-21T02:10:33+00:00,1800,,4056,4056,4056,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Bunnings Tuggeranong Warehouse,2027-01-21T13:10:33+11:00,2027-01-21T13:29:12+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T02:10:33+00:00,2027-01-21T02:29:12+00:00,1119.0,17872,4056,4025,4025,047413bd9728d78bae972cd8,,,,
18,visit,Bunnings Tuggeranong Warehouse,2027-01-21T13:29:12+11:00,2027-01-21T13:59:12+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T02:29:12+00:00,2027-01-21T02:59:12+00:00,1800,,4025,4025,4025,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
18,drive,Lincoln Downs Resort,2027-01-21T13:59:12+11:00,2027-01-21T15:59:56+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T02:59:12+00:00,2027-01-21T04:59:56+00:00,7244.0,150428,4025,ChIJacl0ekDAFWsR8QvMNWJy84s,ChIJacl0ekDAFWsR8QvMNWJy84s,9b47f456fee2f591567244f3,,,,
18,overnight,Lincoln Downs Resort,2027-01-21T15:59:56+11:00,2027-01-22T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T04:59:56+00:00,2027-01-21T22:00:00+00:00,61204.0,,ChIJacl0ekDAFWsR8QvMNWJy84s,ChIJacl0ekDAFWsR8QvMNWJy84s,ChIJacl0ekDAFWsR8QvMNWJy84s,,Example accommodation stop; availability is not checked.,,,
19,drive,Bunnings Batemans Bay Warehouse,2027-01-22T09:00:00+11:00,2027-01-22T09:06:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T22:00:00+00:00,2027-01-21T22:06:04+00:00,364.0,3683,ChIJacl0ekDAFWsR8QvMNWJy84s,7349,7349,a4505c4c26f066f7f501ef7f,,,,
19,visit,Bunnings Batemans Bay Warehouse,2027-01-22T09:06:04+11:00,2027-01-22T09:36:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T22:06:04+00:00,2027-01-21T22:36:04+00:00,1800,,7349,7349,7349,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
19,drive,Bunnings Ulladulla Warehouse,2027-01-22T09:36:04+11:00,2027-01-22T10:16:17+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T22:36:04+00:00,2027-01-21T23:16:17+00:00,2413.0,52939,7349,7217,7217,ad24c3c85c7f5dcdc9beb71b,,,,
19,visit,Bunnings Ulladulla Warehouse,2027-01-22T10:16:17+11:00,2027-01-22T10:46:17+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T23:16:17+00:00,2027-01-21T23:46:17+00:00,1800,,7217,7217,7217,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
19,drive,Bunnings Nowra Warehouse,2027-01-22T10:46:17+11:00,2027-01-22T11:35:58+11:00,Australia/Sydney,Australia/Sydney,2027-01-21T23:46:17+00:00,2027-01-22T00:35:58+00:00,2981.0,62090,7217,7220,7220,2d3739aa0b24cbfb0fd93510,,,,
19,visit,Bunnings Nowra Warehouse,2027-01-22T11:35:58+11:00,2027-01-22T12:05:58+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T00:35:58+00:00,2027-01-22T01:05:58+00:00,1800,,7220,7220,7220,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
19,drive,Bunnings Goulburn Warehouse,2027-01-22T12:05:58+11:00,2027-01-22T13:58:42+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T01:05:58+00:00,2027-01-22T02:58:42+00:00,6764.0,135180,7220,7336,7336,481a1bfe80dc2101de4637f4,,,,
19,visit,Bunnings Goulburn Warehouse,2027-01-22T13:58:42+11:00,2027-01-22T14:28:42+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T02:58:42+00:00,2027-01-22T03:28:42+00:00,1800,,7336,7336,7336,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
19,drive,Poplars Inn Mittagong,2027-01-22T14:28:42+11:00,2027-01-22T15:30:13+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T03:28:42+00:00,2027-01-22T04:30:13+00:00,3691.0,99666,7336,ChIJhdEWQQGkE2sR82xCHDFj9bk,ChIJhdEWQQGkE2sR82xCHDFj9bk,399dd5cabeff9adc5fd6cb21,,,,
19,overnight,Poplars Inn Mittagong,2027-01-22T15:30:13+11:00,2027-01-23T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T04:30:13+00:00,2027-01-22T22:00:00+00:00,62987.0,,ChIJhdEWQQGkE2sR82xCHDFj9bk,ChIJhdEWQQGkE2sR82xCHDFj9bk,ChIJhdEWQQGkE2sR82xCHDFj9bk,,Example accommodation stop; availability is not checked.,,,
20,drive,Bunnings Mittagong Warehouse,2027-01-23T09:00:00+11:00,2027-01-23T09:06:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T22:00:00+00:00,2027-01-22T22:06:04+00:00,364.0,5066,ChIJhdEWQQGkE2sR82xCHDFj9bk,7021,7021,7effa42f1c48b36a17b66157,,,,
20,visit,Bunnings Mittagong Warehouse,2027-01-23T09:06:04+11:00,2027-01-23T09:36:04+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T22:06:04+00:00,2027-01-22T22:36:04+00:00,1800,,7021,7021,7021,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Shellharbour Warehouse,2027-01-23T09:36:04+11:00,2027-01-23T10:38:41+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T22:36:04+00:00,2027-01-22T23:38:41+00:00,3757.0,90011,7021,7377,7377,9c7fcb026ed79fc8ac27bae1,,,,
20,visit,Bunnings Shellharbour Warehouse,2027-01-23T10:38:41+11:00,2027-01-23T11:08:41+11:00,Australia/Sydney,Australia/Sydney,2027-01-22T23:38:41+00:00,2027-01-23T00:08:41+00:00,1800,,7377,7377,7377,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Kembla Grange Warehouse,2027-01-23T11:08:41+11:00,2027-01-23T11:23:36+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T00:08:41+00:00,2027-01-23T00:23:36+00:00,895.0,15198,7377,7365,7365,10203bb9e34c023e98c4ed9e,,,,
20,visit,Bunnings Kembla Grange Warehouse,2027-01-23T11:23:36+11:00,2027-01-23T11:53:36+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T00:23:36+00:00,2027-01-23T00:53:36+00:00,1800,,7365,7365,7365,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Unanderra Trade Centre,2027-01-23T11:53:36+11:00,2027-01-23T11:59:05+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T00:53:36+00:00,2027-01-23T00:59:05+00:00,329.0,3929,7365,7305,7305,d37af9bff749ceb41923c160,,,,
20,visit,Bunnings Unanderra Trade Centre,2027-01-23T11:59:05+11:00,2027-01-23T12:29:05+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T00:59:05+00:00,2027-01-23T01:29:05+00:00,1800,,7305,7305,7305,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Unanderra Frame Truss Plant,2027-01-23T12:29:05+11:00,2027-01-23T12:29:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T01:29:05+00:00,2027-01-23T01:29:47+00:00,42.0,150,7305,7143,7143,abe297fc4b6a04ebb569cc31,,,,
20,visit,Bunnings Unanderra Frame Truss Plant,2027-01-23T12:29:47+11:00,2027-01-23T12:59:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T01:29:47+00:00,2027-01-23T01:59:47+00:00,1800,,7143,7143,7143,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Bellambi Warehouse,2027-01-23T12:59:47+11:00,2027-01-23T13:15:01+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T01:59:47+00:00,2027-01-23T02:15:01+00:00,914.0,14958,7143,7368,7368,3c1650414c8b98142abeccec,,,,
20,visit,Bunnings Bellambi Warehouse,2027-01-23T13:15:01+11:00,2027-01-23T13:45:01+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T02:15:01+00:00,2027-01-23T02:45:01+00:00,1800,,7368,7368,7368,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Minto Frame & Truss,2027-01-23T13:45:01+11:00,2027-01-23T14:33:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T02:45:01+00:00,2027-01-23T03:33:47+00:00,2926.0,47393,7368,7195,7195,0ce9c5ba6d72d2afb47626c1,,,,
20,visit,Bunnings Minto Frame & Truss,2027-01-23T14:33:47+11:00,2027-01-23T15:03:47+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T03:33:47+00:00,2027-01-23T04:03:47+00:00,1800,,7195,7195,7195,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Bunnings Campbelltown Warehouse,2027-01-23T15:03:47+11:00,2027-01-23T15:12:14+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T04:03:47+00:00,2027-01-23T04:12:14+00:00,507.0,5072,7195,7386,7386,848dcc7e429b5352ca926fc9,,,,
20,visit,Bunnings Campbelltown Warehouse,2027-01-23T15:12:14+11:00,2027-01-23T15:42:14+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T04:12:14+00:00,2027-01-23T04:42:14+00:00,1800,,7386,7386,7386,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
20,drive,Rydges Campbelltown,2027-01-23T15:42:14+11:00,2027-01-23T15:46:32+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T04:42:14+00:00,2027-01-23T04:46:32+00:00,258.0,1760,7386,ChIJ31hGpazvEmsRhbZvIksniwg,ChIJ31hGpazvEmsRhbZvIksniwg,7eebf8a8ff7bcf48822e7a48,,,,
20,overnight,Rydges Campbelltown,2027-01-23T15:46:32+11:00,2027-01-24T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T04:46:32+00:00,2027-01-23T22:00:00+00:00,62008.0,,ChIJ31hGpazvEmsRhbZvIksniwg,ChIJ31hGpazvEmsRhbZvIksniwg,ChIJ31hGpazvEmsRhbZvIksniwg,,Example accommodation stop; availability is not checked.,,,
21,drive,Bunnings Narellan Warehouse,2027-01-24T09:00:00+11:00,2027-01-24T09:13:59+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T22:00:00+00:00,2027-01-23T22:13:59+00:00,839.0,9251,ChIJ31hGpazvEmsRhbZvIksniwg,7214,7214,0e09f8266dbddb51562d2dfe,,,,
21,visit,Bunnings Narellan Warehouse,2027-01-24T09:13:59+11:00,2027-01-24T09:43:59+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T22:13:59+00:00,2027-01-23T22:43:59+00:00,1800,,7214,7214,7214,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Gregory Hills Warehouse,2027-01-24T09:43:59+11:00,2027-01-24T09:51:45+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T22:43:59+00:00,2027-01-23T22:51:45+00:00,466.0,4232,7214,7379,7379,213191c4bfb5f0d12a5ae36e,,,,
21,visit,Bunnings Gregory Hills Warehouse,2027-01-24T09:51:45+11:00,2027-01-24T10:21:45+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T22:51:45+00:00,2027-01-23T23:21:45+00:00,1800,,7379,7379,7379,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Leppington,2027-01-24T10:21:45+11:00,2027-01-24T10:35:28+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T23:21:45+00:00,2027-01-23T23:35:28+00:00,823.0,11555,7379,7222,7222,144bec4faa667e7430597643,,,,
21,visit,Bunnings Leppington,2027-01-24T10:35:28+11:00,2027-01-24T11:05:28+11:00,Australia/Sydney,Australia/Sydney,2027-01-23T23:35:28+00:00,2027-01-24T00:05:28+00:00,1800,,7222,7222,7222,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Hoxton Park Warehouse,2027-01-24T11:05:28+11:00,2027-01-24T11:15:27+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T00:05:28+00:00,2027-01-24T00:15:27+00:00,599.0,5610,7222,7376,7376,51e9c90ea17e5957e3dccc5a,,,,
21,visit,Bunnings Hoxton Park Warehouse,2027-01-24T11:15:27+11:00,2027-01-24T11:45:27+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T00:15:27+00:00,2027-01-24T00:45:27+00:00,1800,,7376,7376,7376,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Bonnyrigg Warehouse,2027-01-24T11:45:27+11:00,2027-01-24T11:55:50+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T00:45:27+00:00,2027-01-24T00:55:50+00:00,623.0,6451,7376,7364,7364,6874c7330a89fda8970a0893,,,,
21,visit,Bunnings Bonnyrigg Warehouse,2027-01-24T11:55:50+11:00,2027-01-24T12:25:50+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T00:55:50+00:00,2027-01-24T01:25:50+00:00,1800,,7364,7364,7364,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Blacktown Warehouse,2027-01-24T12:25:50+11:00,2027-01-24T12:46:29+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T01:25:50+00:00,2027-01-24T01:46:29+00:00,1239.0,19152,7364,7342,7342,373f3644e939506fc60b2431,,,,
21,visit,Bunnings Blacktown Warehouse,2027-01-24T12:46:29+11:00,2027-01-24T13:16:29+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T01:46:29+00:00,2027-01-24T02:16:29+00:00,1800,,7342,7342,7342,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Greystanes Trade Centre,2027-01-24T13:16:29+11:00,2027-01-24T13:25:53+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T02:16:29+00:00,2027-01-24T02:25:53+00:00,564.0,4970,7342,7382,7382,f6e5b67d7a0c2db608c02535,,,,
21,visit,Bunnings Greystanes Trade Centre,2027-01-24T13:25:53+11:00,2027-01-24T13:55:53+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T02:25:53+00:00,2027-01-24T02:55:53+00:00,1800,,7382,7382,7382,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Smithfield NSW Warehouse,2027-01-24T13:55:53+11:00,2027-01-24T14:07:14+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T02:55:53+00:00,2027-01-24T03:07:14+00:00,681.0,6860,7382,7369,7369,5d684ec6a6cd4ccff8aad799,,,,
21,visit,Bunnings Smithfield NSW Warehouse,2027-01-24T14:07:14+11:00,2027-01-24T14:37:14+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T03:07:14+00:00,2027-01-24T03:37:14+00:00,1800,,7369,7369,7369,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Bunnings Villawood Warehouse,2027-01-24T14:37:14+11:00,2027-01-24T14:48:16+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T03:37:14+00:00,2027-01-24T03:48:16+00:00,662.0,6050,7369,7179,7179,f98191ae0fafd23ff7797ffc,,,,
21,visit,Bunnings Villawood Warehouse,2027-01-24T14:48:16+11:00,2027-01-24T15:18:16+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T03:48:16+00:00,2027-01-24T04:18:16+00:00,1800,,7179,7179,7179,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
21,drive,Nightcap at Chester Hill Hotel,2027-01-24T15:18:16+11:00,2027-01-24T15:24:43+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T04:18:16+00:00,2027-01-24T04:24:43+00:00,387.0,3192,7179,ChIJzUSkog-9EmsR6f6PH0CJUNc,ChIJzUSkog-9EmsR6f6PH0CJUNc,7549e3efeb1a61d30336d883,,,,
21,overnight,Nightcap at Chester Hill Hotel,2027-01-24T15:24:43+11:00,2027-01-25T09:00:00+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T04:24:43+00:00,2027-01-24T22:00:00+00:00,63317.0,,ChIJzUSkog-9EmsR6f6PH0CJUNc,ChIJzUSkog-9EmsR6f6PH0CJUNc,ChIJzUSkog-9EmsR6f6PH0CJUNc,,Example accommodation stop; availability is not checked.,,,
22,drive,Bunnings Bankstown Airport Warehouse,2027-01-25T09:00:00+11:00,2027-01-25T09:14:23+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T22:00:00+00:00,2027-01-24T22:14:23+00:00,863.0,8647,ChIJzUSkog-9EmsR6f6PH0CJUNc,7086,7086,aa45e137a6cd8289ad405881,,,,
22,visit,Bunnings Bankstown Airport Warehouse,2027-01-25T09:14:23+11:00,2027-01-25T09:44:23+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T22:14:23+00:00,2027-01-24T22:44:23+00:00,1800,,7086,7086,7086,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Padstow Warehouse,2027-01-25T09:44:23+11:00,2027-01-25T09:53:35+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T22:44:23+00:00,2027-01-24T22:53:35+00:00,552.0,5029,7086,7351,7351,9858df9df29592bd661f1d4f,,,,
22,visit,Bunnings Padstow Warehouse,2027-01-25T09:53:35+11:00,2027-01-25T10:23:35+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T22:53:35+00:00,2027-01-24T23:23:35+00:00,1800,,7351,7351,7351,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Kirrawee Warehouse,2027-01-25T10:23:35+11:00,2027-01-25T10:43:23+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T23:23:35+00:00,2027-01-24T23:43:23+00:00,1188.0,17594,7351,7213,7213,66b318a25be2ce1d3597ff92,,,,
22,visit,Bunnings Kirrawee Warehouse,2027-01-25T10:43:23+11:00,2027-01-25T11:13:23+11:00,Australia/Sydney,Australia/Sydney,2027-01-24T23:43:23+00:00,2027-01-25T00:13:23+00:00,1800,,7213,7213,7213,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Caringbah Warehouse,2027-01-25T11:13:23+11:00,2027-01-25T11:24:16+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T00:13:23+00:00,2027-01-25T00:24:16+00:00,653.0,4991,7213,7219,7219,c404c57ad5a79009021a9170,,,,
22,visit,Bunnings Caringbah Warehouse,2027-01-25T11:24:16+11:00,2027-01-25T11:54:16+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T00:24:16+00:00,2027-01-25T00:54:16+00:00,1800,,7219,7219,7219,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Rockdale Warehouse,2027-01-25T11:54:16+11:00,2027-01-25T12:10:31+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T00:54:16+00:00,2027-01-25T01:10:31+00:00,975.0,9116,7219,7071,7071,6ca4a68de6287fc1cc3b7cba,,,,
22,visit,Bunnings Rockdale Warehouse,2027-01-25T12:10:31+11:00,2027-01-25T12:40:31+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T01:10:31+00:00,2027-01-25T01:40:31+00:00,1800,,7071,7071,7071,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Kingsgrove Warehouse,2027-01-25T12:40:31+11:00,2027-01-25T12:51:29+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T01:40:31+00:00,2027-01-25T01:51:29+00:00,658.0,7826,7071,7319,7319,9759c8be69f91ebe6c5b84fb,,,,
22,visit,Bunnings Kingsgrove Warehouse,2027-01-25T12:51:29+11:00,2027-01-25T13:21:29+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T01:51:29+00:00,2027-01-25T02:21:29+00:00,1800,,7319,7319,7319,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
22,drive,Bunnings Greenacre Warehouse,2027-01-25T13:21:29+11:00,2027-01-25T13:35:34+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T02:21:29+00:00,2027-01-25T02:35:34+00:00,845.0,7553,7319,7315,7315,15c8e1c8cac7638e2a20cd2e,,,,
22,visit,Bunnings Greenacre Warehouse,2027-01-25T13:35:34+11:00,2027-01-25T14:05:34+11:00,Australia/Sydney,Australia/Sydney,2027-01-25T02:35:34+00:00,2027-01-25T03:05:34+00:00,1800,,7315,7315,7315,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
